pid,name,team,pos,photo,mp,starts,mins,g,a,yc,rc,pen,rating_best,xg,xa,npxg,bc_missed,bc_missed_xg,gk_shots_faced,gk_xgot_faced,gk_goals_conceded,prog_passes,prog_carries,shots,sot,passes,passAcc,keyPasses,touches,tackles,interceptions,aerials,dribbles,fouls,clearances,dispossessed,saves,ga,rating,pass_pct,xg_diff,xa_diff,xgi,npg,fwd_eff,gk_goals_prevented,xt_added_p90
461527,Carlos Dotor,Malaga,MC,https://images.fotmob.com/image_resources/playerimages/1209421.png,6,6,474,1,0,0,0,0,7.1,0.26,0.23,0.26,0,0.0,0,0.0,0,35,1,4,3,250,211,5,308,16,4,2,4,7,3,5,0,1,6.63,84,0.74,-0.23,0.49,1,3.85,,0.0643
409030,Ilaix Moriba,Celta Vigo,MC,https://images.fotmob.com/image_resources/playerimages/1109046.png,7,6,519,1,0,0,0,0,8.9,0.2,0.22,0.2,0,0.0,0,0.0,0,46,1,5,1,306,285,1,381,23,5,0,2,3,6,5,0,1,6.63,93,0.8,-0.22,0.42,1,5.0,,0.0157
299451,Ademola Lookman,Atletico Madrid,FW,https://images.fotmob.com/image_resources/playerimages/690516.png,6,6,440,1,0,1,0,0,7.9,1.04,0.55,1.04,3,0.68,0,0.0,0,33,1,10,3,129,106,10,200,6,0,0,4,7,0,8,0,1,6.62,82,-0.04,-0.55,1.59,1,0.58,,-0.0169
383780,Adrian de la Fuente,Levante,DC,https://images.fotmob.com/image_resources/playerimages/952528.png,5,5,447,1,0,1,0,0,7.6,0.56,0.78,0.56,0,0.0,0,0.0,0,43,0,7,2,267,221,2,343,5,4,4,0,6,22,1,0,1,6.58,83,0.44,-0.78,1.34,1,1.79,,0.1982
128967,Joao Cancelo,Barcelona,Sub,https://images.fotmob.com/image_resources/playerimages/361757.png,6,2,231,1,0,1,0,0,7.5,0.15,0.21,0.15,0,0.0,0,0.0,0,41,1,5,2,160,143,1,214,7,4,3,2,3,5,1,0,1,6.55,89,0.85,-0.21,0.36,1,6.67,,0.1672
430148,Marc Pubill,Atlético Madrid,DR,https://images.fotmob.com/image_resources/playerimages/1323897.png,5,4,376,1,0,1,0,0,7.1,0.09,0.02,0.09,0,0.0,0,0.0,0,27,0,2,1,239,216,0,296,8,1,6,0,5,8,1,0,1,6.54,90,0.91,-0.02,0.11,1,11.11,,0.0308
279379,Gabriel Jesus,Barcelona,Sub,https://images.fotmob.com/image_resources/playerimages/576165.png,3,0,50,1,0,0,0,0,7.0,0.43,0.19,0.43,0,0.0,0,0.0,0,2,0,3,1,21,18,1,34,1,0,0,2,1,0,3,0,1,6.53,86,0.57,-0.19,0.62,1,2.33,,0.1272
44189,Sergio Canales,Racing Santander,AMC,https://images.fotmob.com/image_resources/playerimages/150649.png,7,6,516,1,0,1,0,0,7.6,0.68,0.18,0.68,0,0.0,0,0.0,0,24,1,13,5,242,209,2,338,11,2,2,6,5,2,7,0,1,6.51,86,0.32,-0.18,0.86,1,1.47,,0.0573
367857,Ander Barrenetxea,Real Sociedad,Sub,https://images.fotmob.com/image_resources/playerimages/1002618.png,5,4,289,1,0,0,0,0,6.8,0.26,0.03,0.26,0,0.0,0,0.0,0,25,4,6,1,86,68,1,156,6,1,0,7,4,1,9,0,1,6.48,79,0.74,-0.03,0.29,1,3.85,,0.0458
337022,Chidera Ejuke,Sevilla,Sub,https://images.fotmob.com/image_resources/playerimages/837270.png,6,1,250,1,0,1,0,0,7.2,0.37,0.03,0.37,0,0.0,0,0.0,0,8,4,2,1,57,53,1,115,4,2,2,8,2,3,1,0,1,6.48,93,0.63,-0.03,0.4,1,2.7,,0.0338
429003,Zakaria Eddahchouri,Deportivo A Coruña,Sub,https://images.fotmob.com/image_resources/playerimages/1029029.png,3,0,82,1,0,0,0,0,7.2,0.09,0.08,0.09,0,0.0,0,0.0,0,1,0,3,1,15,12,1,24,2,0,1,0,2,0,2,0,1,6.47,80,0.91,-0.08,0.17,1,11.11,,-0.1865
396158,Ferran Jutgla,Celta Vigo,Sub,https://images.fotmob.com/image_resources/playerimages/1102732.png,7,5,402,1,0,0,0,0,7.6,0.31,0.22,0.31,0,0.0,0,0.0,0,10,1,6,3,73,56,3,141,3,0,6,3,6,3,4,0,1,6.46,77,0.69,-0.22,0.53,1,3.23,,0.0401
372331,Andrei Ratiu,Rayo Vallecano,DR,https://images.fotmob.com/image_resources/playerimages/970578.png,5,5,489,1,0,0,0,0,8.0,0.48,0.1,0.48,1,0.2,0,0.0,0,54,6,7,2,172,133,4,335,13,7,3,8,4,11,9,0,1,6.46,77,0.52,-0.1,0.58,1,1.47,,0.1628
398922,Tyrhys Dolan,Espanyol,AML,https://images.fotmob.com/image_resources/playerimages/1181101.png,6,5,451,1,0,0,0,0,7.9,0.25,0.37,0.25,0,0.0,0,0.0,0,30,1,6,1,114,96,2,211,5,6,1,5,9,3,6,0,1,6.45,84,0.75,-0.37,0.62,1,4.0,,0.0817
318505,Yangel Herrera,Real Sociedad,DMC,https://images.fotmob.com/image_resources/playerimages/730901.png,6,5,383,1,0,3,0,0,7.4,0.16,0.01,0.16,0,0.0,0,0.0,0,23,0,4,2,226,198,1,291,12,1,5,2,8,3,9,0,1,6.43,88,0.84,-0.01,0.17,1,6.25,,0.0308
464952,Peque Fernandez,Sevilla,Sub,https://images.fotmob.com/image_resources/playerimages/1132607.png,3,2,169,1,0,1,0,1,6.9,1.08,0.06,0.29,0,0.0,0,0.0,0,8,0,6,3,37,32,3,68,3,2,0,0,6,1,2,0,1,6.43,86,-0.08,-0.06,1.14,0,0.0,,0.0185
297546,Umar Sadiq,Valencia,Sub,https://images.fotmob.com/image_resources/playerimages/590494.png,3,1,174,1,0,0,0,0,7.4,1.01,0.01,1.01,1,0.35,0,0.0,0,3,1,3,3,26,20,1,55,3,0,5,2,1,1,5,0,1,6.43,77,-0.01,-0.01,1.02,1,0.74,,0.0007
91242,Iago Aspas,Celta Vigo,FWR,https://images.fotmob.com/image_resources/playerimages/174472.png,6,2,238,1,0,0,0,0,7.3,0.57,0.11,0.57,1,0.35,0,0.0,0,24,2,6,2,129,108,2,158,4,0,2,3,0,0,1,0,1,6.4,84,0.43,-0.11,0.68,1,1.09,,0.071
468761,Cala,Espanyol,AMR,,7,5,401,1,0,3,0,0,7.2,0.78,0.2,0.78,0,0.0,0,0.0,0,15,1,11,5,125,85,3,206,22,2,6,5,7,4,9,0,1,6.4,68,0.22,-0.2,0.98,1,1.28,,0.0544
433973,Abiel Osorio,Elche,Sub,https://images.fotmob.com/image_resources/playerimages/1343195.png,4,1,200,1,0,1,0,0,7.5,1.4,0.05,1.4,3,0.73,0,0.0,0,2,0,9,3,33,26,2,68,0,2,4,0,6,3,4,0,1,6.4,79,-0.4,-0.05,1.45,1,0.47,,-0.0032
134695,Enes Unal,Getafe,Sub,https://images.fotmob.com/image_resources/playerimages/464486.png,7,5,581,1,0,2,0,0,7.4,1.07,0.06,1.07,0,0.0,0,0.0,0,20,0,10,2,103,66,4,212,9,0,20,0,10,4,12,0,1,6.39,64,-0.07,-0.06,1.13,1,0.93,,-0.0193
432384,Facundo Buonanotte,Elche,Sub,https://images.fotmob.com/image_resources/playerimages/1336566.png,4,3,220,1,0,1,0,1,7.1,1.38,0.08,0.58,1,0.33,0,0.0,0,10,2,8,4,74,54,1,144,8,3,0,3,6,2,7,0,1,6.38,73,-0.38,-0.08,1.46,0,0.0,,0.0472
381713,Luis Rioja,Valencia,Sub,https://images.fotmob.com/image_resources/playerimages/638070.png,3,1,134,1,0,0,0,0,7.2,0.47,0.08,0.47,0,0.0,0,0.0,0,14,0,3,1,45,34,2,65,0,1,0,1,0,1,0,0,1,6.33,76,0.53,-0.08,0.55,1,2.13,,0.2669
504195,Adrian Nino,Málaga,Sub,https://images.fotmob.com/image_resources/playerimages/1403695.png,3,0,117,1,0,0,0,0,7.2,0.29,0.0,0.29,0,0.0,0,0.0,0,0,1,5,1,11,9,1,24,1,0,2,1,1,0,1,0,1,6.33,82,0.71,0.0,0.29,1,3.45,,-0.016
336251,Kike Barja,Osasuna,ML,https://images.fotmob.com/image_resources/playerimages/574624.png,5,2,191,1,0,3,0,0,7.5,0.44,0.31,0.44,0,0.0,0,0.0,0,11,1,3,1,44,33,4,90,4,0,0,1,4,2,2,0,1,6.32,75,0.56,-0.31,0.75,1,2.27,,0.1722
541868,Chupe,Malaga,FW,https://images.fotmob.com/image_resources/playerimages/1669622.png,7,6,598,1,0,1,0,1,7.2,2.52,0.08,0.93,2,1.06,0,0.0,0,11,0,15,3,99,63,3,174,8,1,12,2,10,9,1,0,1,6.29,64,-1.52,-0.08,2.6,0,0.0,,0.0121
335041,Jon Guridi,Sevilla,AMC,https://images.fotmob.com/image_resources/playerimages/678192.png,6,4,284,1,0,2,0,1,6.6,0.86,0.03,0.07,0,0.0,0,0.0,0,10,0,3,3,86,72,2,122,6,1,3,1,5,1,5,0,1,6.28,84,0.14,-0.03,0.89,0,0.0,,0.0424
448050,Marc Aguado,Elche,MC,https://images.fotmob.com/image_resources/playerimages/1392232.png,4,4,261,1,0,1,0,0,7.3,0.04,0.0,0.04,0,0.0,0,0.0,0,12,0,1,1,144,131,1,163,4,2,1,0,5,5,0,0,1,6.22,91,0.96,0.0,0.04,1,,,0.0246
428066,Orri Oskarsson,Real Sociedad,Sub,https://images.fotmob.com/image_resources/playerimages/1097229.png,5,3,295,1,0,0,0,0,7.4,2.35,0.05,2.35,4,1.74,0,0.0,0,4,1,8,4,54,34,2,98,1,0,8,1,6,1,5,0,1,6.22,63,-1.35,-0.05,2.4,1,0.24,,0.009
510360,Buba Sangare,Elche,DR,https://images.fotmob.com/image_resources/playerimages/1583872.png,7,7,551,1,0,0,0,0,6.7,0.03,0.14,0.03,0,0.0,0,0.0,0,25,2,1,1,173,144,2,282,13,3,2,2,7,16,3,0,1,6.2,83,0.97,-0.14,0.17,1,,,0.0473
485481,Maguette Gueye,Racing Santander,Sub,https://images.fotmob.com/image_resources/playerimages/1363232.png,5,1,178,1,0,0,0,0,6.3,0.59,0.0,0.59,0,0.0,0,0.0,0,8,1,3,1,55,42,0,77,4,1,1,2,6,5,0,0,1,6.16,76,0.41,0.0,0.59,1,1.69,,0.0559
434138,Pablo Barrios,Atletico Madrid,MC,https://images.fotmob.com/image_resources/playerimages/1338192.png,4,3,320,0,1,0,0,0,7.6,0.11,0.49,0.11,0,0.0,0,0.0,0,45,0,3,2,238,214,6,286,7,7,2,5,2,1,3,0,1,7.07,90,-0.11,0.51,0.6,0,0.0,,0.1199
318871,Trent Alexander-Arnold,Real Madrid,Sub,https://images.fotmob.com/image_resources/playerimages/760712.png,4,2,229,0,1,0,0,0,8.4,0.1,0.79,0.1,0,0.0,0,0.0,0,45,1,3,1,159,141,6,213,4,7,0,3,0,3,0,0,1,7.05,89,-0.1,0.21,0.89,0,0.0,,0.4038
470032,Lorenzo Amatucci,Deportivo A Coruña,DMC,https://images.fotmob.com/image_resources/playerimages/1425989.png,5,5,473,0,1,2,0,0,7.8,0.0,0.03,0.0,0,0.0,0,0.0,0,22,0,0,0,261,235,3,340,19,6,7,1,11,16,2,0,1,6.98,90,0.0,0.97,0.03,0,,,0.0382
130331,Andreas Christensen,Barcelona,DC,https://images.fotmob.com/image_resources/playerimages/449232.png,6,4,424,0,1,0,0,0,7.6,0.8,0.1,0.8,2,0.66,0,0.0,0,31,0,4,0,345,336,1,399,5,9,12,0,8,20,1,0,1,6.98,97,-0.8,0.9,0.9,0,0.0,,0.0434
541900,Jorge Salinas,Racing Santander,DL,https://images.fotmob.com/image_resources/playerimages/1670161.png,7,6,580,0,1,2,0,0,8.2,0.09,0.99,0.09,0,0.0,0,0.0,0,32,1,2,2,225,177,3,394,31,9,13,3,4,30,2,0,1,6.9,79,-0.09,0.01,1.08,0,0.0,,0.1135
449410,Omar El Hilali,Espanyol,DR,https://images.fotmob.com/image_resources/playerimages/1208708.png,6,6,547,0,1,1,1,0,8.3,0.0,0.9,0.0,0,0.0,0,0.0,0,59,1,0,0,156,127,3,321,16,6,10,3,17,27,0,0,1,6.85,81,0.0,0.1,0.9,0,,,0.2246
344644,Federico Valverde,Real Madrid,DMC,https://images.fotmob.com/image_resources/playerimages/743533.png,6,6,484,0,1,0,0,0,7.5,0.24,0.21,0.24,0,0.0,0,0.0,0,63,0,6,1,319,295,5,374,10,5,2,2,3,6,4,0,1,6.85,92,-0.24,0.79,0.45,0,0.0,,0.1082
412831,Felix Correia,Sevilla,AML,https://images.fotmob.com/image_resources/playerimages/942358.png,2,2,140,0,1,0,0,0,7.0,0.08,0.41,0.08,0,0.0,0,0.0,0,13,2,1,0,45,23,4,64,3,0,3,2,0,0,0,0,1,6.85,51,-0.08,0.59,0.49,0,0.0,,0.4551
534796,Marc Bernal,Barcelona,MC,https://images.fotmob.com/image_resources/playerimages/1573126.png,7,3,313,0,1,0,0,0,8.1,0.44,0.21,0.44,1,0.31,0,0.0,0,23,2,4,1,194,171,7,251,19,4,5,5,5,7,0,0,1,6.83,88,-0.44,0.79,0.65,0,0.0,,0.0806
557000,Yan Diomande,Real Madrid,Sub,https://images.fotmob.com/image_resources/playerimages/1735453.png,6,2,267,0,1,1,0,0,8.2,0.16,0.53,0.16,0,0.0,0,0.0,0,28,8,2,0,96,78,7,162,8,3,1,14,4,1,3,0,1,6.82,81,-0.16,0.47,0.69,0,0.0,,0.1514
106586,Inigo Ruiz de Galarreta,Athletic Club,Sub,https://images.fotmob.com/image_resources/playerimages/282462.png,5,4,296,0,1,2,0,0,7.8,0.12,0.63,0.12,0,0.0,0,0.0,0,30,1,5,0,217,186,6,267,7,5,6,4,8,1,4,0,1,6.8,86,-0.12,0.37,0.75,0,0.0,,0.2441
357388,Gonzalo Villar,Elche,MR,https://images.fotmob.com/image_resources/playerimages/881773.png,7,7,589,0,1,2,0,0,7.3,0.2,0.74,0.2,0,0.0,0,0.0,0,35,2,4,3,340,300,8,443,16,5,7,6,14,3,7,0,1,6.76,88,-0.2,0.26,0.94,0,0.0,,0.1354
434077,Renato Veiga,Villarreal,DC,https://images.fotmob.com/image_resources/playerimages/1343750.png,6,6,570,0,1,1,0,0,7.2,0.3,0.59,0.3,1,0.27,0,0.0,0,74,0,3,0,490,451,2,574,6,10,9,1,6,32,2,0,1,6.72,92,-0.3,0.41,0.89,0,0.0,,0.2347
379230,Johnny Cardoso,Atletico Madrid,Sub,https://images.fotmob.com/image_resources/playerimages/1173678.png,4,1,152,0,1,1,0,0,8.1,0.09,0.28,0.09,0,0.0,0,0.0,0,24,0,2,0,122,112,1,144,6,2,3,0,3,2,2,0,1,6.7,92,-0.09,0.72,0.37,0,0.0,,0.1617
422957,Fran Garcia,Real Betis,Sub,https://images.fotmob.com/image_resources/playerimages/750028.png,5,4,421,0,1,1,0,0,7.1,0.0,0.21,0.0,0,0.0,0,0.0,0,29,2,0,0,186,159,5,278,16,4,3,2,3,4,1,0,1,6.66,85,0.0,0.79,0.21,0,,,0.1069
101238,Moi Gomez,Osasuna,Sub,https://images.fotmob.com/image_resources/playerimages/262592.png,4,3,247,0,1,0,0,0,7.2,0.0,0.47,0.0,0,0.0,0,0.0,0,19,1,0,0,115,98,4,158,6,3,1,1,1,5,1,0,1,6.62,85,0.0,0.53,0.47,0,,,0.1964
409130,Mario Soriano,Deportivo A Coruña,DMC,https://images.fotmob.com/image_resources/playerimages/1050828.png,5,5,387,0,1,1,0,0,7.4,0.14,0.26,0.14,0,0.0,0,0.0,0,35,1,4,1,250,226,4,299,7,1,1,1,5,4,8,0,1,6.62,90,-0.14,0.74,0.4,0,0.0,,0.0849
313542,Carlos Soler,Real Sociedad,Sub,https://images.fotmob.com/image_resources/playerimages/708890.png,6,4,400,0,1,0,0,0,7.1,0.06,0.32,0.06,0,0.0,0,0.0,0,36,0,2,1,224,199,9,279,8,1,1,2,2,4,4,0,1,6.57,89,-0.06,0.68,0.38,0,0.0,,0.0436
388808,Pablo Martinez,Málaga,Sub,https://images.fotmob.com/image_resources/playerimages/923298.png,5,3,328,0,1,1,0,0,7.9,0.13,0.27,0.13,0,0.0,0,0.0,0,32,0,4,1,157,138,8,217,6,5,2,0,4,3,1,0,1,6.54,88,-0.13,0.73,0.4,0,0.0,,0.0619
402087,Tete Morente,Elche,Sub,https://images.fotmob.com/image_resources/playerimages/801213.png,7,4,419,0,1,1,0,0,7.3,0.13,0.34,0.13,0,0.0,0,0.0,0,44,1,5,1,147,119,5,248,6,5,1,5,10,3,3,0,1,6.44,81,-0.13,0.66,0.47,0,0.0,,0.1685
273453,Josan,Elche,Sub,https://images.fotmob.com/image_resources/playerimages/623982.png,3,0,45,0,1,1,0,0,6.5,0.0,0.44,0.0,0,0.0,0,0.0,0,11,0,0,0,18,15,5,42,2,0,0,2,1,0,0,0,1,6.4,83,0.0,0.56,0.44,0,,,0.7253
431507,Javi Guerra,Valencia,MC,https://images.fotmob.com/image_resources/playerimages/1284429.png,6,6,488,0,1,1,0,0,7.0,0.33,0.46,0.33,0,0.0,0,0.0,0,30,3,5,0,164,122,6,257,8,1,1,8,1,4,13,0,1,6.35,74,-0.33,0.54,0.79,0,0.0,,0.0899
395346,Giorgi Kochorashvili,Sevilla,Sub,https://images.fotmob.com/image_resources/playerimages/953958.png,4,2,190,0,1,1,0,0,6.9,0.08,0.13,0.08,0,0.0,0,0.0,0,14,0,3,0,86,73,1,137,8,1,0,0,3,4,2,0,1,6.35,85,-0.08,0.87,0.21,0,0.0,,0.0773
445095,Karl Etta Eyong,Levante,Sub,https://images.fotmob.com/image_resources/playerimages/1392779.png,3,0,78,0,1,0,0,0,7.1,0.07,0.2,0.07,0,0.0,0,0.0,0,2,0,2,1,10,6,1,28,2,0,3,0,2,0,3,0,1,6.3,60,-0.07,0.8,0.27,0,0.0,,0.19
448011,Yeremay Hernandez,Deportivo A Coruña,Sub,https://images.fotmob.com/image_resources/playerimages/1319204.png,4,0,110,0,1,1,0,0,6.8,0.07,0.11,0.07,0,0.0,0,0.0,0,5,0,1,0,37,27,1,64,6,1,0,0,1,1,3,0,1,6.3,73,-0.07,0.89,0.18,0,0.0,,0.2923
357786,Juan Cruz,Malaga,Sub,https://images.fotmob.com/image_resources/playerimages/940608.png,7,3,266,0,1,1,0,0,6.7,0.08,0.46,0.08,0,0.0,0,0.0,0,19,0,3,1,69,58,1,114,7,0,1,1,2,2,3,0,1,6.21,84,-0.08,0.54,0.54,0,0.0,,0.1296
531460,Rafel Bauza,Espanyol,Sub,https://images.fotmob.com/image_resources/playerimages/1609364.png,4,1,123,0,1,1,0,0,6.7,0.02,0.05,0.02,0,0.0,0,0.0,0,5,0,1,0,46,40,1,75,7,1,1,0,4,3,0,0,1,6.15,87,-0.02,0.95,0.07,0,,,-0.0227
428500,Ilias Akhomach,Villarreal,Sub,https://images.fotmob.com/image_resources/playerimages/1311915.png,5,1,139,0,1,1,0,0,7.2,0.06,0.44,0.06,0,0.0,0,0.0,0,18,1,2,1,63,54,2,111,3,1,0,2,3,0,5,0,1,6.06,86,-0.06,0.56,0.5,0,0.0,,0.0234
408252,Unai Marrero,Real Sociedad,GK,https://images.fotmob.com/image_resources/playerimages/1217043.png,1,1,97,0,0,0,0,0,7.8,0.0,0.0,0.0,0,0.0,12,1.91,2,11,0,0,0,37,26,0,53,0,0,1,0,0,2,0,8,0,7.8,70,0.0,0.0,0.0,0,,-0.09,0.1704
433286,Valentin Gomez,Real Betis,DC,https://images.fotmob.com/image_resources/playerimages/1338016.png,2,2,190,0,0,0,0,0,7.9,0.0,0.01,0.0,0,0.0,0,0.0,0,9,0,0,0,151,143,1,181,5,2,4,2,2,17,1,0,0,7.6,95,0.0,-0.01,0.01,0,,,0.0327
448208,Alvaro Valles,Real Betis,GK,https://images.fotmob.com/image_resources/playerimages/999171.png,6,6,573,0,0,0,0,0,9.3,0.0,0.0,0.0,0,0.0,54,9.99,6,19,0,0,0,157,114,0,236,1,0,5,1,0,11,0,25,0,7.45,73,0.0,0.0,0.0,0,,3.99,0.0588
123232,Diego Llorente,Real Betis,DC,https://images.fotmob.com/image_resources/playerimages/420568.png,2,2,134,0,0,0,0,0,7.9,0.0,0.0,0.0,0,0.0,0,0.0,0,3,0,0,0,60,56,0,88,2,6,2,0,1,10,0,0,0,7.3,93,0.0,0.0,0.0,0,,,0.0138
104010,Antonio Rudiger,Real Madrid,DC,https://images.fotmob.com/image_resources/playerimages/276738.png,2,2,188,0,0,0,0,0,7.4,0.07,0.0,0.07,0,0.0,0,0.0,0,11,0,2,1,161,153,1,187,0,0,4,0,1,16,0,0,0,7.3,95,-0.07,0.0,0.07,0,0.0,,0.0566
91194,Aitor Fernandez,Osasuna,GK,,1,1,93,0,0,0,0,0,7.3,0.0,0.0,0.0,0,0.0,19,4.53,4,5,0,0,0,36,18,0,50,0,0,0,0,0,2,0,7,0,7.3,50,0.0,0.0,0.0,0,,0.53,0.1069
335107,Juan Foyth,Villarreal,DC,https://images.fotmob.com/image_resources/playerimages/833219.png,3,3,287,0,0,2,0,0,7.8,0.2,0.25,0.2,0,0.0,0,0.0,0,35,0,4,1,231,213,1,284,7,7,9,0,1,16,2,0,0,7.2,92,-0.2,-0.25,0.45,0,0.0,,0.0909
448735,Sebastian Caceres,Celta Vigo,DC,https://images.fotmob.com/image_resources/playerimages/1020026.png,2,2,188,0,0,0,0,0,7.5,0.02,0.0,0.02,0,0.0,0,0.0,0,19,0,1,0,112,100,0,135,6,3,4,0,1,7,1,0,0,7.2,89,-0.02,0.0,0.02,0,,,0.0415
67369,Peter Gulacsi,Villarreal,GK,https://images.fotmob.com/image_resources/playerimages/151001.png,2,2,188,0,0,0,0,0,8.5,0.0,0.0,0.0,0,0.0,24,4.32,3,2,0,0,0,40,38,0,61,0,0,1,0,0,4,0,10,0,7.2,95,0.0,0.0,0.0,0,,1.32,0.0076
512879,Gerard Martin,Barcelona,DC,https://images.fotmob.com/image_resources/playerimages/1598982.png,6,5,456,0,0,1,0,0,8.0,0.09,0.03,0.09,0,0.0,0,0.0,0,48,0,1,0,402,378,0,463,5,7,7,1,5,28,0,0,0,7.17,94,-0.09,-0.03,0.12,0,0.0,,0.0898
254692,Emil Audero,Rayo Vallecano,GK,https://images.fotmob.com/image_resources/playerimages/602845.png,2,2,193,0,0,0,0,0,7.3,0.0,0.0,0.0,0,0.0,28,4.26,5,6,0,0,0,76,48,0,105,0,0,0,0,0,3,0,10,0,7.15,63,0.0,0.0,0.0,0,,-0.74,0.0323
303876,Guido Rodriguez,Valencia,MC,https://images.fotmob.com/image_resources/playerimages/586768.png,3,3,251,0,0,1,0,0,7.2,0.07,0.02,0.07,0,0.0,0,0.0,0,11,0,2,1,165,138,1,210,11,6,7,2,6,6,4,0,0,7.13,84,-0.07,-0.02,0.09,0,0.0,,0.0289
368091,Eric Garcia,Barcelona,DR,https://images.fotmob.com/image_resources/playerimages/940573.png,6,6,485,0,0,0,0,0,8.3,0.11,0.39,0.11,0,0.0,0,0.0,0,95,1,4,0,438,394,5,548,17,5,5,2,4,16,0,0,0,7.1,90,-0.11,-0.39,0.5,0,0.0,,0.1364
545675,Angel Ortiz,Real Betis,DR,https://images.fotmob.com/image_resources/playerimages/1580522.png,2,2,115,0,0,1,0,0,7.2,0.02,0.01,0.02,0,0.0,0,0.0,0,20,0,1,0,69,66,3,110,8,1,0,0,3,4,1,0,0,7.1,96,-0.02,-0.01,0.03,0,,,0.0848
323148,Marc Roca,Real Betis,DMC,https://images.fotmob.com/image_resources/playerimages/640220.png,4,4,352,0,0,1,0,0,7.7,0.1,0.28,0.1,0,0.0,0,0.0,0,23,0,3,0,200,186,3,252,17,4,4,1,5,7,1,0,0,7.1,93,-0.1,-0.28,0.38,0,0.0,,0.1451
323663,Cristian Romero,Atlético Madrid,Sub,https://images.fotmob.com/image_resources/playerimages/789066.png,3,2,198,0,0,0,0,0,7.7,0.15,0.07,0.15,0,0.0,0,0.0,0,27,1,3,1,150,137,0,185,5,0,6,1,1,14,1,0,0,7.1,91,-0.15,-0.07,0.22,0,0.0,,0.1475
463961,Jon Aramburu,Real Sociedad,DR,https://images.fotmob.com/image_resources/playerimages/1249284.png,6,6,533,0,0,3,0,0,7.8,0.11,0.1,0.11,0,0.0,0,0.0,0,58,2,4,2,247,211,3,405,30,15,15,6,24,19,3,0,0,7.05,85,-0.11,-0.1,0.21,0,0.0,,0.1031
498386,Pau Cubarsi,Barcelona,DC,https://images.fotmob.com/image_resources/playerimages/1532137.png,5,5,440,0,0,1,0,0,7.2,0.14,0.04,0.14,0,0.0,0,0.0,0,32,0,3,0,485,458,0,543,8,6,16,0,3,21,0,0,0,7.04,94,-0.14,-0.04,0.18,0,0.0,,0.0539
303139,Rodri,Barcelona,Sub,https://images.fotmob.com/image_resources/playerimages/675088.png,6,4,375,0,0,1,0,0,7.6,0.7,0.99,0.7,1,0.59,0,0.0,0,57,0,4,0,391,366,5,444,14,9,2,1,3,8,1,0,0,7.02,94,-0.7,-0.99,1.69,0,0.0,,0.1564
468852,Dean Huijsen,Real Madrid,DC,https://images.fotmob.com/image_resources/playerimages/1367619.png,5,5,473,0,0,0,0,0,7.4,0.52,0.21,0.52,1,0.33,0,0.0,0,43,0,6,2,340,327,2,402,7,8,10,0,5,24,0,0,0,7.02,96,-0.52,-0.21,0.73,0,0.0,,0.1003
141044,Antonio Sivera,Deportivo Alaves,GK,https://images.fotmob.com/image_resources/playerimages/530468.png,7,7,676,0,0,1,0,0,8.5,0.0,0.03,0.0,0,0.0,55,5.88,6,60,0,0,0,177,106,1,259,1,0,1,0,0,10,0,23,0,7.01,60,0.0,-0.03,0.03,0,,-0.12,0.1827
81523,Mathew Ryan,Levante,GK,https://images.fotmob.com/image_resources/playerimages/185644.png,5,5,474,0,0,0,0,0,8.2,0.0,0.01,0.0,0,0.0,40,9.15,9,15,0,0,0,156,118,0,229,3,0,0,0,0,7,0,19,0,6.98,76,0.0,-0.01,0.01,0,,0.15,0.0548
364315,Antony,Real Betis,AMR,https://images.fotmob.com/image_resources/playerimages/967622.png,6,5,483,0,0,0,0,0,7.8,2.33,0.77,2.33,3,1.18,0,0.0,0,80,6,32,13,265,231,7,384,9,5,4,10,6,2,4,0,0,6.97,87,-2.33,-0.77,3.1,0,0.0,,0.272
243262,David Soria,Getafe,GK,https://images.fotmob.com/image_resources/playerimages/581919.png,7,7,671,0,0,0,0,0,8.3,0.0,0.08,0.0,0,0.0,56,9.82,7,78,0,0,0,215,108,1,267,0,0,0,0,0,8,0,23,0,6.96,50,0.0,-0.08,0.08,0,,2.82,0.2131
335696,Edu Exposito,Espanyol,DMC,https://images.fotmob.com/image_resources/playerimages/837089.png,7,6,577,0,0,2,0,0,7.8,0.93,1.21,0.93,1,0.27,0,0.0,0,59,2,16,1,332,288,16,470,16,2,7,11,6,11,9,0,0,6.94,87,-0.93,-1.21,2.14,0,0.0,,0.2906
90115,Aissa Mandi,Levante,DC,https://images.fotmob.com/image_resources/playerimages/210683.png,5,5,474,0,0,1,0,0,7.3,0.02,0.02,0.02,0,0.0,0,0.0,0,15,0,1,0,257,238,2,322,9,7,10,2,1,30,0,0,0,6.92,93,-0.02,-0.02,0.04,0,,,0.0357
362779,David Hancko,Atletico Madrid,DC,https://images.fotmob.com/image_resources/playerimages/727897.png,6,5,489,0,0,1,0,0,7.9,0.12,0.23,0.12,0,0.0,0,0.0,0,58,2,4,0,370,332,2,448,7,9,7,7,2,20,1,0,0,6.9,90,-0.12,-0.23,0.35,0,0.0,,0.1024
